STT;Loại hàng hóa;Tên hàng hóa;Đơn vị tính;Thông số kỹ thuật;Giá thẩm định(VND);Chứng thư thẩm định số;Ngày thẩm định;Nguồn dữ liệu;Người thẩm định
1792;;Máy in laser;Bộ;"HP 4003DN
Máy in laser
Mã: HP 4003DN Thương hiệu: HP Xuất xứ: Việt Nam
Máy in laser đen trắng (2Z609A) (A4/A5/ Đảo mặt/ USB/ LAN)
Loại máy in Máy in laser đen trắng
Chức năng in
Khổ giấy A4/A5
Bộ nhớ 256 Mb
40 trang/ phút khổ A4 và 40 trang/ phút khổ Letter
In đảo mặt Có
ADF Không
Độ phân giải 1200 x 1200 dpi
Cổng giao tiếp USB/ LAN";6689000;405/2025/392/CTTĐG-VNVIC;18/12/2025;…;Bùi Thị Trà Giang
1793;;Máy Photocopy;Cái;"Máy photocopy Canon iR2625i
Loại máy: Máy photocopy đen trắng Canon
Chức năng: Copy – In – Scan màu – Duplex – DADF – WiFi
Khay giấy: 02 x 550 tờ, khay tay 100 tờ
Khổ giấy: A3/A4
Tốc độ in: 25 trang/phút
Đảo mặt bản sao: Có
Bộ nạp và đảo bản gốc tự động (DADF): Có sẵn
Cổng giao tiếp: USB/ LAN/ WiFi
Dùng mực: Canon NPG-84 (30000 trang)
Bảo hành: 12 tháng hoặc 50000 bản in (Xem chi tiết)
Tình trạng máy: 100% mới, nguyên tem, nguyên hộp, CO/CQ
";45000000;405/2025/392/CTTĐG-VNVIC;18/12/2025;…;Bùi Thị Trà Giang
1794;;Két sắt;Cái;"KS90K1C1
Két sắt
Mã hàng: KS90K1C1 Hãng sản xuất: The one Xuất xứ: Việt Nam
Két đứng có khóa chìa, khóa mã và tay nắm
Có 1 đợt di động và ngăn kéo Bánh xe sắt di chuyển
Két có tính năng chống cháy và bảo mật cao
Khối lượng: 90 kg (±10%)
Kích thước ngoài: W400 x D534 x H618 mm
Kích thước trong: W269 x D353 x H418 mm
Dung sai kích thước: ± 5 mm";5100000;405/2025/392/CTTĐG-VNVIC;18/12/2025;…;Bùi Thị Trà Giang
1795;;Cây nước nóng lạnh;Cái;" KG41W
Cây nước nóng lạnh
Model: KG41W Hãng sản xuất: Kangaroo Xuất xứ: Trung Quốc
Điện áp/tần số sử dụng: AV 220V/50Hz
Block QD-28h: Môi chất lạnh R134a
Công suất lạnh: 100W
Giàn nóng: Dạng lưới
Bình chứa nước lạnh: Dung tích 2L/h, bình Inox 304
Nhiệt độ làm lạnh: 2 - 10 độ C
Điều khiển nhiệt độ: Số lạnh (thermostat)
Công suất nóng: 500W
Bình chứa nước nóng: Dùng tích 5L/h, bình Inox 304
Nhiệt độ làm nóng: 85 ~ 95 độ C
Thiết bị đun nóng trực tiếp: Trực tiếp
Điều khiển nhiệt độ: Zole lưỡng kim
Công cụ bảo vệ quá nhiệt: Zole lưỡng kim
Khoang chứa: Khoang lạnh";3750000;405/2025/392/CTTĐG-VNVIC;18/12/2025;…;Bùi Thị Trà Giang
1796;;Đồng hồ treo tường;Cái;"
""Đồng hồ :
- Kích thước: 397x360x50 mm
- Mô tả: Chất liệu nhựa bền đẹp, chắc chắn
""
";350000;405/2025/392/CTTĐG-VNVIC;18/12/2025;…;Bùi Thị Trà Giang
1797;;Ổ cắm điện kéo dài đa năng;Cái;"
Ổ cắm kéo dài đa năng kết hợp 5 ổ
Ổ cắm điện có 5 lỗ 3 chấu, đa năng và có 5 công tắc đi kèm
Mỗi ổ cắm đều có nắp che, hạn chế tối đa bị phóng tia lửa điện, chống rò rỉ điện, chống giật hiệu quả, an toàn cho trẻ nhỏ
 Ổ cắm  được làm bằng hạt nhựa ABS nhập khẩu chịu nhiệt độ cao,chống cháy Chịu tải cao: Max 3200W, 2 lõi dây đồng : 2*1mm- Điện áp: 220V/ 50Hz
";235000;405/2025/392/CTTĐG-VNVIC;18/12/2025;…;Bùi Thị Trà Giang
1798;;Thùng rác;Cái;"
Thùng rác: Thùng rác được làm từ nhựa PP cao cấp, cho độ bền cao, khả năng chống lão hóa tốtKích thước: 345 x 34 x 44 cm";200000;405/2025/392/CTTĐG-VNVIC;18/12/2025;…;Bùi Thị Trà Giang
1799;;Bàn làm việc;Cái;"The One/Xuân Hòa
Bàn làm việc: 
 
 - Kích thước: R1600xS800xC760 mm
 
 - Chất liệu: Bàn làm từ gỗ công nghiệp sơn PU cao cấp đồng màu với nội thất trong phòng
 
  - Bàn trưởng phòng, mặt bàn hình chữ nhật dày 60mm Bàn có 1 hộc liền, 1 ngăn kéo 1 cánh mở Có thể dùng thêm bàn phím và đế đặt CPU tiêu chuẩn Phụ kiện bản lề, cam, liên kết chính hãng, cao cấp
";2916000;405/2025/392/CTTĐG-VNVIC;18/12/2025;…;Bùi Thị Trà Giang
1800;;Ghế làm việc;Cái;"GL212
Ghế làm việc
Mã hàng: GL212 Hãng sản xuất: The one Xuất xứ: Việt Nam
Kích thước: W580 x D640 x H1020 - 1100 mm
Dung sai kích thước: ± 20 (mm)
Vật liệu: Ghế có khung thép bọc da công nghiệp, tay mạ sáng bóng, chân mạ có bánh xe di chuyển Ghế có bộ piston khí nén có thể điều chỉnh được độ cao thấp";1980000;405/2025/392/CTTĐG-VNVIC;18/12/2025;…;Bùi Thị Trà Giang
1801;;Tủ tài liệu;Cái;"The One/ Xuân Hòa
Tủ tài liệu
Kích thươc: 1350x400x2000
Chất liệu: Gỗ MDF và sơn PU Được làm gỗ công nghiệp MDF, phủ sơn PU giúp sản phẩm bền bỉ, sáng đẹp trong suốt thời gian sử dụngPhụ kiện bản lề, cam, liên kết của HafeleKhoang bên trái có 2 cánh kính mở, 1 khóa đơn phù hợp để hồ sơ sổ sách hoặc tài liệu văn phòngKhoang bên phải có cánh áo dài, đặc và kín, có khóa dùng để treo quần áoKhoang bên dưới tủ có 3 cánh đặc, khóa đơn Khoang này có thể để những tài liệu hoặc các giấy tờ quan trọng Bên cạnh có ba ngăn kéo nhỏ, để đồ dùng cá nhân tiện lợi";4850000;405/2025/392/CTTĐG-VNVIC;18/12/2025;…;Bùi Thị Trà Giang
1802;;Bàn họp nhỏ;Cái;"The One/ Xuân Hòa
Bàn họp nhỏ
Kích thước: 2000x1000x760
Chất liệu: Bàn được làm từ gỗ MDF cao cấp, chống cong vênh, mối mọt Lớp sơn PU phủ bên ngoài giúp cho sản phẩm sáng bóng, trơn mịn Bàn họp mặt liền hình oval, có vách, chân bàn lượn cong hình chữ C
Phụ kiện bản lề, cam, liên kết chính hãng";4166000;405/2025/392/CTTĐG-VNVIC;18/12/2025;…;Bùi Thị Trà Giang
1803;;Ghế họp;Cái;"The One/ Xuân Hòa
Ghế họp
Chất liệu: Ghế họp khung gỗ tự nhiên sơn PU cao cấp, mặt ngồi và tựa gỗ dán định hình, đệm mút và giả da
Kích thước: W620 x D750 x H1040 mm
Dung sai kích thước: ± 20(mm)";1500000;405/2025/392/CTTĐG-VNVIC;18/12/2025;…;Bùi Thị Trà Giang
1804;;Bảng ghim nỉ treo tường; Cái;"
Bảng thông tin tuyên truyền cửa lớp
Loại: Bảng ghim khung air
Kích thước: 1200 x 1800 mm
Chất liệu: Mặt bảng bằng vải nỉ cao cấp có thể ghim ngập đinh ghim một cách nhẹ nhàng và không để lại vết Cốt bảng  sử dụng tấm nhựa dày 10mm + cao su non 5 ly giúp bảng chắc chắn, chống cong vênh, ghim ngập đinh ghim và không để lại vết Viền quanh thân bảng là khung được làm từ hợp kim nhôm chất lượng cao được Anot hóa bề mặt màu ghi chì Khung nhôm được thiết kế ôm trọn mặt bảng mà không cần dùng các góc bít bảng như các loại bảng  thông thường khác Khung nhôm có bề rộng 22mm, bề dày 1mm cứng cáp, tạo cảm giác như bảng không khung Bảng không khung được lắp đặt lên tường bằng  hệ thống ke vít chuyên dụng ẩn đằng sau bảng tạo tính thẩm mĩ Sản phẩm được sản xuất bởi nhà sản xuất đạt tiêu chuẩn ISO 9001:2015; ISO 14001:2015";2500000;405/2025/392/CTTĐG-VNVIC;18/12/2025;…;Bùi Thị Trà Giang
1805;;Rèm cầu vồng;m2;"
Rèm cuộn chống nắng
- Mô tả: Vải phủ nhựa Polyester chống ẩm mốc, thanh rèm làm từ hợp kim nhôm cao cấp, dây điều khiển có độ bền cao
- Rèm được thử nghiệm chống thấm nước bề mặt (AATCC 22-2017) và khả năng bảo vệ tia UV (AS/NZS 4399:2017)";430000;405/2025/392/CTTĐG-VNVIC;18/12/2025;…;Bùi Thị Trà Giang
1806;;Biển tên phòng;Cái;"
""Biển tên phòng:
- Kích thước: 110x300 mm
- Vật liệu: Inox tấm 304, mica trong
- Chữ và họa tiết trên tấm Inox được gia công bằng phương pháp Inox ăn mòn, mực sơn nội dung cao cấp không bị bay màu Tấm Inox sau khi gia công xong sẽ được gắn chặt vào tấm mica bằng loại keo chuyên dụng đảm bảo bền bỉ, chắc chắn""
";350000;405/2025/392/CTTĐG-VNVIC;18/12/2025;…;Bùi Thị Trà Giang
1807;;Máy vi tính để bàn giáo viên;Bộ;"FTA5224i
Máy vi tính để bàn đồng bộ
 Hãng Sản xuất: FPT
 Nhãn hiệu: FPT Elead
 Model: FTA5224i
 Xuất xứ: Việt Nam
 Bảo hành: 24 tháng
 Thông số kỹ thuật
 -Bộ vi xử lý: Bộ xử lý Intel Core i5-12400
 -Bộ nhớ RAM: dung lượng 8GB DDR4
 -Ổ cứng: dung lượng 512GB SSD
 -Bảng mạch chủ: Sử dụng chipset Intel H610; Giao tiếp kết nối: 02x PCIe, 01x HDMI port, 06x USB Ports, 01x M2 slot, 04x SATA 60 Gb/s Port, 03x Audio Jacks
 -Card màn hình: Tích hợp và hỗ trợ Intel UHD Graphics
 -Card âm thanh: Tích hợp cạc âm thanh High Definition Audio
 -Giao tiếp mạng: Tích hợp mạng Gigabit LAN
 -Case máy tính: Case máy tính FPT Elead kiểu dáng đứng nhỏ gọn (Slim Tower Case) Mặt trước của case có tích hợp màn hình hiển thị: hiển thị tốc độ quạt, nhiệt độ các thành phần CPU/HDD/VGA và có cảnh báo bằng âm thanh khi nhiệt độ của các thành phần CPU/HDD/VGA vượt qua 60 độ C
 -Màn hình: Màn hình vi tính FPT Elead 215” (Kính thước: 215 inch, Độ phân giải: 1920 x 1080), cổng giao tiếp kết nối: 01x D-Sub port và 01x HDMI port (Màn hình vi tính đồng bộ cùng thương hiệu với hãng sản xuất máy vi tính)
 -Bàn phím và chuột: Bàn phím FPT Elead tiêu chuẩn có dây và chuột FPT Elead có dây, chuẩn kết nối USB (sản phẩm đồng bộ cùng nhãn hiệu với nhãn hiệu máy vi tính)
 -Hệ điều hành: Phần mềm Microsoft Windows 11 bản quyền 
 -Tiêu chuẩn chất lượng: Máy vi tính được sản xuất trên dây chuyền công nghiệp bởi tổ chức đạt tiêu chuẩn ISO (ISO 9001:2015; ISO 14001:2015; ISO/IEC 27001:2013 và hệ thống quản lý chất lượng phòng LAB theo ISO/IEC 17025:2017)";14980000;405/2025/392/CTTĐG-VNVIC;18/12/2025;…;Bùi Thị Trà Giang
1808;;Máy in laser;Bộ;"HP 4003DN
Máy in laser
Mã: HP 4003DN Thương hiệu: HP Xuất xứ: Việt Nam
Máy in laser đen trắng (2Z609A) (A4/A5/ Đảo mặt/ USB/ LAN)
Loại máy in Máy in laser đen trắng
Chức năng in
Khổ giấy A4/A5
Bộ nhớ 256 Mb
40 trang/ phút khổ A4 và 40 trang/ phút khổ Letter
In đảo mặt Có
ADF Không
Độ phân giải 1200 x 1200 dpi
Cổng giao tiếp USB/ LAN";6689000;405/2025/392/CTTĐG-VNVIC;18/12/2025;…;Bùi Thị Trà Giang
1809;;Cây nước nóng lạnh;Cái;"KG41W
Cây nước nóng lạnh
Model: KG41W Hãng sản xuất: Kangaroo Xuất xứ: Trung Quốc
Điện áp/tần số sử dụng: AV 220V/50Hz
Block QD-28h: Môi chất lạnh R134a
Công suất lạnh: 100W
Giàn nóng: Dạng lưới
Bình chứa nước lạnh: Dung tích 2L/h, bình Inox 304
Nhiệt độ làm lạnh: 2 - 10 độ C
Điều khiển nhiệt độ: Số lạnh (thermostat)
Công suất nóng: 500W
Bình chứa nước nóng: Dùng tích 5L/h, bình Inox 304
Nhiệt độ làm nóng: 85 ~ 95 độ C
Thiết bị đun nóng trực tiếp: Trực tiếp
Điều khiển nhiệt độ: Zole lưỡng kim
Công cụ bảo vệ quá nhiệt: Zole lưỡng kim
Khoang chứa: Khoang lạnh";3750000;405/2025/392/CTTĐG-VNVIC;18/12/2025;…;Bùi Thị Trà Giang
1810;;Đồng hồ treo tường;Cái;"
""Đồng hồ :
- Kích thước: 397x360x50 mm
- Mô tả: Chất liệu nhựa bền đẹp, chắc chắn
""
";350000;405/2025/392/CTTĐG-VNVIC;18/12/2025;…;Bùi Thị Trà Giang
1811;;Ổ cắm điện kéo dài đa năng;Cái;"
Ổ cắm kéo dài đa năng kết hợp 5 ổ
Ổ cắm điện có 5 lỗ 3 chấu, đa năng và có 5 công tắc đi kèm
Mỗi ổ cắm đều có nắp che, hạn chế tối đa bị phóng tia lửa điện, chống rò rỉ điện, chống giật hiệu quả, an toàn cho trẻ nhỏ
 Ổ cắm  được làm bằng hạt nhựa ABS nhập khẩu chịu nhiệt độ cao,chống cháy Chịu tải cao: Max 3200W, 2 lõi dây đồng : 2*1mm- Điện áp: 220V/ 50Hz
";235000;405/2025/392/CTTĐG-VNVIC;18/12/2025;…;Bùi Thị Trà Giang
1812;;Thùng rác;Cái;"
Thùng rác: Thùng rác được làm từ nhựa PP cao cấp, cho độ bền cao, khả năng chống lão hóa tốtKích thước: 345 x 34 x 44 cm";200000;405/2025/392/CTTĐG-VNVIC;18/12/2025;…;Bùi Thị Trà Giang
1813;;Bàn làm việc;Cái;"The One/ Xuân Hòa
Bàn làm việc: 
 
 - Kích thước: R1600xS800xC760 mm
 
 - Chất liệu: Bàn làm từ gỗ công nghiệp sơn PU cao cấp đồng màu với nội thất trong phòng
 
  - Bàn trưởng phòng, mặt bàn hình chữ nhật dày 60mm Bàn có 1 hộc liền, 1 ngăn kéo 1 cánh mở Có thể dùng thêm bàn phím và đế đặt CPU tiêu chuẩn Phụ kiện bản lề, cam, liên kết chính hãng, cao cấp
";2916000;405/2025/392/CTTĐG-VNVIC;18/12/2025;…;Bùi Thị Trà Giang
1814;;Ghế làm việc;Cái;"GL212
Ghế làm việc
Mã hàng: GL212 Hãng sản xuất: The one Xuất xứ: Việt Nam
Kích thước: W580 x D640 x H1020 - 1100 mm
Dung sai kích thước: ± 20 (mm)
Vật liệu: Ghế có khung thép bọc da công nghiệp, tay mạ sáng bóng, chân mạ có bánh xe di chuyển Ghế có bộ piston khí nén có thể điều chỉnh được độ cao thấp";1980000;405/2025/392/CTTĐG-VNVIC;18/12/2025;…;Bùi Thị Trà Giang
1815;;Tủ tài liệu;Cái;"The One/ Xuân Hòa
Tủ tài liệu
Kích thươc: 1350x400x2000
Chất liệu: Gỗ MDF và sơn PU Được làm gỗ công nghiệp MDF, phủ sơn PU giúp sản phẩm bền bỉ, sáng đẹp trong suốt thời gian sử dụngPhụ kiện bản lề, cam, liên kết của HafeleKhoang bên trái có 2 cánh kính mở, 1 khóa đơn phù hợp để hồ sơ sổ sách hoặc tài liệu văn phòngKhoang bên phải có cánh áo dài, đặc và kín, có khóa dùng để treo quần áoKhoang bên dưới tủ có 3 cánh đặc, khóa đơn Khoang này có thể để những tài liệu hoặc các giấy tờ quan trọng Bên cạnh có ba ngăn kéo nhỏ, để đồ dùng cá nhân tiện lợi";4850000;405/2025/392/CTTĐG-VNVIC;18/12/2025;…;Bùi Thị Trà Giang
1816;;Bộ bàn ghế tiếp khách ;Bộ ;"
Bộ bàn ghế SOFA tiếp khách:
 - Ghế dài: 1820mmx720mm
 - Ghế nhỏ: 820mmx720mm
 - Đôn 360x360mm
 - Ghế khung gỗ, bọc đệm PVC màu đen, nâu Kết hợp tay gỗ công nghiệp
 1 ghế dài, 2 ghế nhỏ, 2 đôn
 - Bàn kính kết hợp gỗ công nghiệp melamine kích thước 1000mmx500x500mm
";4500000;405/2025/392/CTTĐG-VNVIC;18/12/2025;…;Bùi Thị Trà Giang
1817;;Bảng ghim nỉ treo tường; Cái;"
Bảng thông tin tuyên truyền cửa lớp
Loại: Bảng ghim khung air
Kích thước: 1200 x 1800 mm
Chất liệu: Mặt bảng bằng vải nỉ cao cấp có thể ghim ngập đinh ghim một cách nhẹ nhàng và không để lại vết Cốt bảng  sử dụng tấm nhựa dày 10mm + cao su non 5 ly giúp bảng chắc chắn, chống cong vênh, ghim ngập đinh ghim và không để lại vết Viền quanh thân bảng là khung được làm từ hợp kim nhôm chất lượng cao được Anot hóa bề mặt màu ghi chì Khung nhôm được thiết kế ôm trọn mặt bảng mà không cần dùng các góc bít bảng như các loại bảng  thông thường khác Khung nhôm có bề rộng 22mm, bề dày 1mm cứng cáp, tạo cảm giác như bảng không khung Bảng không khung được lắp đặt lên tường bằng  hệ thống ke vít chuyên dụng ẩn đằng sau bảng tạo tính thẩm mĩ Sản phẩm được sản xuất bởi nhà sản xuất đạt tiêu chuẩn ISO 9001:2015; ISO 14001:2015";2500000;405/2025/392/CTTĐG-VNVIC;18/12/2025;…;Bùi Thị Trà Giang
1818;;Rèm cầu vồng;m2;"
Rèm cuộn chống nắng
- Mô tả: Vải phủ nhựa Polyester chống ẩm mốc, thanh rèm làm từ hợp kim nhôm cao cấp, dây điều khiển có độ bền cao
- Rèm được thử nghiệm chống thấm nước bề mặt (AATCC 22-2017) và khả năng bảo vệ tia UV (AS/NZS 4399:2017)";430000;405/2025/392/CTTĐG-VNVIC;18/12/2025;…;Bùi Thị Trà Giang
1819;;Biển tên phòng;Cái;"
""Biển tên phòng:
- Kích thước: 110x300 mm
- Vật liệu: Inox tấm 304, mica trong
- Chữ và họa tiết trên tấm Inox được gia công bằng phương pháp Inox ăn mòn, mực sơn nội dung cao cấp không bị bay màu Tấm Inox sau khi gia công xong sẽ được gắn chặt vào tấm mica bằng loại keo chuyên dụng đảm bảo bền bỉ, chắc chắn""
";350000;405/2025/392/CTTĐG-VNVIC;18/12/2025;…;Bùi Thị Trà Giang
1820;;Máy vi tính để bàn giáo viên;Bộ;" FTA5224i
Máy vi tính để bàn đồng bộ
 Hãng Sản xuất: FPT
 Nhãn hiệu: FPT Elead
 Model: FTA5224i
 Xuất xứ: Việt Nam
 Bảo hành: 24 tháng
 Thông số kỹ thuật
 -Bộ vi xử lý: Bộ xử lý Intel Core i5-12400
 -Bộ nhớ RAM: dung lượng 8GB DDR4
 -Ổ cứng: dung lượng 512GB SSD
 -Bảng mạch chủ: Sử dụng chipset Intel H610; Giao tiếp kết nối: 02x PCIe, 01x HDMI port, 06x USB Ports, 01x M2 slot, 04x SATA 60 Gb/s Port, 03x Audio Jacks
 -Card màn hình: Tích hợp và hỗ trợ Intel UHD Graphics
 -Card âm thanh: Tích hợp cạc âm thanh High Definition Audio
 -Giao tiếp mạng: Tích hợp mạng Gigabit LAN
 -Case máy tính: Case máy tính FPT Elead kiểu dáng đứng nhỏ gọn (Slim Tower Case) Mặt trước của case có tích hợp màn hình hiển thị: hiển thị tốc độ quạt, nhiệt độ các thành phần CPU/HDD/VGA và có cảnh báo bằng âm thanh khi nhiệt độ của các thành phần CPU/HDD/VGA vượt qua 60 độ C
 -Màn hình: Màn hình vi tính FPT Elead 215” (Kính thước: 215 inch, Độ phân giải: 1920 x 1080), cổng giao tiếp kết nối: 01x D-Sub port và 01x HDMI port (Màn hình vi tính đồng bộ cùng thương hiệu với hãng sản xuất máy vi tính)
 -Bàn phím và chuột: Bàn phím FPT Elead tiêu chuẩn có dây và chuột FPT Elead có dây, chuẩn kết nối USB (sản phẩm đồng bộ cùng nhãn hiệu với nhãn hiệu máy vi tính)
 -Hệ điều hành: Phần mềm Microsoft Windows 11 bản quyền 
 -Tiêu chuẩn chất lượng: Máy vi tính được sản xuất trên dây chuyền công nghiệp bởi tổ chức đạt tiêu chuẩn ISO (ISO 9001:2015; ISO 14001:2015; ISO/IEC 27001:2013 và hệ thống quản lý chất lượng phòng LAB theo ISO/IEC 17025:2017)";14980000;405/2025/392/CTTĐG-VNVIC;18/12/2025;…;Bùi Thị Trà Giang
1821;;Máy in laser;Bộ;"HP 4003DN
Máy in laser
Mã: HP 4003DN Thương hiệu: HP Xuất xứ: Việt Nam
Máy in laser đen trắng (2Z609A) (A4/A5/ Đảo mặt/ USB/ LAN)
Loại máy in Máy in laser đen trắng
Chức năng in
Khổ giấy A4/A5
Bộ nhớ 256 Mb
40 trang/ phút khổ A4 và 40 trang/ phút khổ Letter
In đảo mặt Có
ADF Không
Độ phân giải 1200 x 1200 dpi
Cổng giao tiếp USB/ LAN";6689000;405/2025/392/CTTĐG-VNVIC;18/12/2025;…;Bùi Thị Trà Giang
1822;;Cây nước nóng lạnh;Cái;"KG41W
Cây nước nóng lạnh
Model: KG41W Hãng sản xuất: Kangaroo Xuất xứ: Trung Quốc
Điện áp/tần số sử dụng: AV 220V/50Hz
Block QD-28h: Môi chất lạnh R134a
Công suất lạnh: 100W
Giàn nóng: Dạng lưới
Bình chứa nước lạnh: Dung tích 2L/h, bình Inox 304
Nhiệt độ làm lạnh: 2 - 10 độ C
Điều khiển nhiệt độ: Số lạnh (thermostat)
Công suất nóng: 500W
Bình chứa nước nóng: Dùng tích 5L/h, bình Inox 304
Nhiệt độ làm nóng: 85 ~ 95 độ C
Thiết bị đun nóng trực tiếp: Trực tiếp
Điều khiển nhiệt độ: Zole lưỡng kim
Công cụ bảo vệ quá nhiệt: Zole lưỡng kim
Khoang chứa: Khoang lạnh";3750000;405/2025/392/CTTĐG-VNVIC;18/12/2025;…;Bùi Thị Trà Giang
1823;;Đồng hồ treo tường;Cái;"
""Đồng hồ :
- Kích thước: 397x360x50 mm
- Mô tả: Chất liệu nhựa bền đẹp, chắc chắn
""
";350000;405/2025/392/CTTĐG-VNVIC;18/12/2025;…;Bùi Thị Trà Giang
1824;;Ổ cắm điện kéo dài đa năng;Cái;"
Ổ cắm kéo dài đa năng kết hợp 5 ổ
Ổ cắm điện có 5 lỗ 3 chấu, đa năng và có 5 công tắc đi kèm
Mỗi ổ cắm đều có nắp che, hạn chế tối đa bị phóng tia lửa điện, chống rò rỉ điện, chống giật hiệu quả, an toàn cho trẻ nhỏ
 Ổ cắm  được làm bằng hạt nhựa ABS nhập khẩu chịu nhiệt độ cao,chống cháy Chịu tải cao: Max 3200W, 2 lõi dây đồng : 2*1mm- Điện áp: 220V/ 50Hz
";235000;405/2025/392/CTTĐG-VNVIC;18/12/2025;…;Bùi Thị Trà Giang
1825;;Thùng rác;Cái;"
Thùng rác: Thùng rác được làm từ nhựa PP cao cấp, cho độ bền cao, khả năng chống lão hóa tốtKích thước: 345 x 34 x 44 cm";200000;405/2025/392/CTTĐG-VNVIC;18/12/2025;…;Bùi Thị Trà Giang
1826;;Bàn họp nhỏ;Cái;"The One/ Xuân Hòa
Bàn họp nhỏ
Kích thước: 2000x1000x760
Chất liệu: Bàn được làm từ gỗ MDF cao cấp, chống cong vênh, mối mọt Lớp sơn PU phủ bên ngoài giúp cho sản phẩm sáng bóng, trơn mịn Bàn họp mặt liền hình oval, có vách, chân bàn lượn cong hình chữ C
Phụ kiện bản lề, cam, liên kết chính hãng";4166000;405/2025/392/CTTĐG-VNVIC;18/12/2025;…;Bùi Thị Trà Giang
1827;;Ghế họp ;Cái;"The One/ Xuân Hòa
Ghế họp
Chất liệu: Ghế họp khung gỗ tự nhiên sơn PU cao cấp, mặt ngồi và tựa gỗ dán định hình, đệm mút và giả da
Kích thước: W620 x D750 x H1040 mm
Dung sai kích thước: ± 20(mm)";1500000;405/2025/392/CTTĐG-VNVIC;18/12/2025;…;Bùi Thị Trà Giang
1828;;Tủ tài liệu;Chiếc;"The One/ Xuân Hòa
Tủ đựng hồ sơ tài liệu:
- Kích thước: R1900xS400xC2000mm 
-Tủ tài liệu 1 tầng gỗ MDF, phần khoang trên 2 khung
kính mở để tài liệu, phần khoang dưới có 2 cánh đặc
Phụ kiện bản lề, cam, liên kết của Hafele
";6386000;405/2025/392/CTTĐG-VNVIC;18/12/2025;…;Bùi Thị Trà Giang
1829;;Bảng ghim nỉ treo tường; Cái;"
Bảng thông tin tuyên truyền cửa lớp
Loại: Bảng ghim khung air
Kích thước: 1200 x 1800 mm
Chất liệu: Mặt bảng bằng vải nỉ cao cấp có thể ghim ngập đinh ghim một cách nhẹ nhàng và không để lại vết Cốt bảng  sử dụng tấm nhựa dày 10mm + cao su non 5 ly giúp bảng chắc chắn, chống cong vênh, ghim ngập đinh ghim và không để lại vết Viền quanh thân bảng là khung được làm từ hợp kim nhôm chất lượng cao được Anot hóa bề mặt màu ghi chì Khung nhôm được thiết kế ôm trọn mặt bảng mà không cần dùng các góc bít bảng như các loại bảng  thông thường khác Khung nhôm có bề rộng 22mm, bề dày 1mm cứng cáp, tạo cảm giác như bảng không khung Bảng không khung được lắp đặt lên tường bằng  hệ thống ke vít chuyên dụng ẩn đằng sau bảng tạo tính thẩm mĩ Sản phẩm được sản xuất bởi nhà sản xuất đạt tiêu chuẩn ISO 9001:2015; ISO 14001:2015";2500000;405/2025/392/CTTĐG-VNVIC;18/12/2025;…;Bùi Thị Trà Giang
1830;;Rèm cầu vồng;m2;"
Rèm cuộn chống nắng
- Mô tả: Vải phủ nhựa Polyester chống ẩm mốc, thanh rèm làm từ hợp kim nhôm cao cấp, dây điều khiển có độ bền cao
- Rèm được thử nghiệm chống thấm nước bề mặt (AATCC 22-2017) và khả năng bảo vệ tia UV (AS/NZS 4399:2017)";430000;405/2025/392/CTTĐG-VNVIC;18/12/2025;…;Bùi Thị Trà Giang
1831;;Biển tên phòng;Cái;"
""Biển tên phòng:
- Kích thước: 110x300 mm
- Vật liệu: Inox tấm 304, mica trong
- Chữ và họa tiết trên tấm Inox được gia công bằng phương pháp Inox ăn mòn, mực sơn nội dung cao cấp không bị bay màu Tấm Inox sau khi gia công xong sẽ được gắn chặt vào tấm mica bằng loại keo chuyên dụng đảm bảo bền bỉ, chắc chắn""
";350000;405/2025/392/CTTĐG-VNVIC;18/12/2025;…;Bùi Thị Trà Giang
