source,source_label,target,target_label,relation,relation_label
vat_tu/1281_tivi_thong_minh_65inch_gia_treo_va_phu_kien,Tivi thông minh 65inch+ giá treo và phụ kiện,data/source/source,…,co_nguon_du_lieu,có nguồn dữ liệu
vat_tu/1281_tivi_thong_minh_65inch_gia_treo_va_phu_kien,Tivi thông minh 65inch+ giá treo và phụ kiện,data/appraiser/bui_thi_tra_giang,Bùi Thị Trà Giang,co_nguoi_tham_dinh,có người thẩm định
vat_tu/1281_tivi_thong_minh_65inch_gia_treo_va_phu_kien,Tivi thông minh 65inch+ giá treo và phụ kiện,data/spec/1281.0,"Smart Tivi QLED Samsung 4K 65 inch QA65Q65D
Loại Tivi:Smart Tivi QLED
Kích cỡ màn hình:65 inch
Độ phân giải:4K (Ultra...",co_thong_so_ky_thuat,có thông số kỹ thuật
vat_tu/1282_gia_de_giay_dep,Giá để giày dép,concept/gia_tham_chieu,Giá tham chiếu,thuoc_concept,thuộc concept
vat_tu/1282_gia_de_giay_dep,Giá để giày dép,concept/nguon_du_lieu,Nguồn dữ liệu,thuoc_concept,thuộc concept
vat_tu/1282_gia_de_giay_dep,Giá để giày dép,concept/quy_tac_chon_gia,Quy tắc chọn giá,thuoc_concept,thuộc concept
vat_tu/1282_gia_de_giay_dep,Giá để giày dép,concept/vat_tu_tuong_tu,Vật tư tương tự,thuoc_concept,thuộc concept
vat_tu/1282_gia_de_giay_dep,Giá để giày dép,concept/second_brain,Second Brain,thuoc_concept,thuộc concept
vat_tu/1282_gia_de_giay_dep,Giá để giày dép,data/price/1_220_000,1.220.000,co_gia,có giá
vat_tu/1282_gia_de_giay_dep,Giá để giày dép,data/unit/cai,Cái,co_don_vi_tinh,có đơn vị tính
vat_tu/1282_gia_de_giay_dep,Giá để giày dép,data/appraisal_date/16_12_2025,16/12/2025,co_ngay_tham_dinh,có ngày thẩm định
vat_tu/1282_gia_de_giay_dep,Giá để giày dép,data/certificate/405_2025_252_cttdg_vnvic,405/2025/252/CTTĐG-VNVIC,co_chung_thu,có chứng thư
vat_tu/1282_gia_de_giay_dep,Giá để giày dép,data/source/source,…,co_nguon_du_lieu,có nguồn dữ liệu
vat_tu/1282_gia_de_giay_dep,Giá để giày dép,data/appraiser/bui_thi_tra_giang,Bùi Thị Trà Giang,co_nguoi_tham_dinh,có người thẩm định
vat_tu/1282_gia_de_giay_dep,Giá để giày dép,data/spec/1282.0,"Giá để giày dép:
- Kích thước: R1200xS300xC800 mm. (chiều cao tính cả bánh xe)
- Giá có thiết kế chia 4 đợt, các đợt ...",co_thong_so_ky_thuat,có thông số kỹ thuật
vat_tu/1283_bang_ghe_de_tre_thay_giay_dep,Băng ghế để trẻ thay giầy dép,concept/gia_tham_chieu,Giá tham chiếu,thuoc_concept,thuộc concept
vat_tu/1283_bang_ghe_de_tre_thay_giay_dep,Băng ghế để trẻ thay giầy dép,concept/nguon_du_lieu,Nguồn dữ liệu,thuoc_concept,thuộc concept
vat_tu/1283_bang_ghe_de_tre_thay_giay_dep,Băng ghế để trẻ thay giầy dép,concept/quy_tac_chon_gia,Quy tắc chọn giá,thuoc_concept,thuộc concept
vat_tu/1283_bang_ghe_de_tre_thay_giay_dep,Băng ghế để trẻ thay giầy dép,concept/vat_tu_tuong_tu,Vật tư tương tự,thuoc_concept,thuộc concept
vat_tu/1283_bang_ghe_de_tre_thay_giay_dep,Băng ghế để trẻ thay giầy dép,concept/second_brain,Second Brain,thuoc_concept,thuộc concept
vat_tu/1283_bang_ghe_de_tre_thay_giay_dep,Băng ghế để trẻ thay giầy dép,data/price/1_350_000,1.350.000,co_gia,có giá
vat_tu/1283_bang_ghe_de_tre_thay_giay_dep,Băng ghế để trẻ thay giầy dép,data/unit/cai,Cái,co_don_vi_tinh,có đơn vị tính
vat_tu/1283_bang_ghe_de_tre_thay_giay_dep,Băng ghế để trẻ thay giầy dép,data/appraisal_date/16_12_2025,16/12/2025,co_ngay_tham_dinh,có ngày thẩm định
vat_tu/1283_bang_ghe_de_tre_thay_giay_dep,Băng ghế để trẻ thay giầy dép,data/certificate/405_2025_252_cttdg_vnvic,405/2025/252/CTTĐG-VNVIC,co_chung_thu,có chứng thư
vat_tu/1283_bang_ghe_de_tre_thay_giay_dep,Băng ghế để trẻ thay giầy dép,data/source/source,…,co_nguon_du_lieu,có nguồn dữ liệu
vat_tu/1283_bang_ghe_de_tre_thay_giay_dep,Băng ghế để trẻ thay giầy dép,data/appraiser/bui_thi_tra_giang,Bùi Thị Trà Giang,co_nguoi_tham_dinh,có người thẩm định
vat_tu/1283_bang_ghe_de_tre_thay_giay_dep,Băng ghế để trẻ thay giầy dép,data/spec/1283.0,"Băng ghế để trẻ đọc sách+thay giày dép
 - Kích thước: D1200xR300xC350 mm. (chiều cao tính đệm)
 - Băng ghế được thiết...",co_thong_so_ky_thuat,có thông số kỹ thuật
vat_tu/1284_cay_nuoc_am_lanh,Cây nước ấm lạnh,concept/gia_tham_chieu,Giá tham chiếu,thuoc_concept,thuộc concept
vat_tu/1284_cay_nuoc_am_lanh,Cây nước ấm lạnh,concept/nguon_du_lieu,Nguồn dữ liệu,thuoc_concept,thuộc concept
vat_tu/1284_cay_nuoc_am_lanh,Cây nước ấm lạnh,concept/quy_tac_chon_gia,Quy tắc chọn giá,thuoc_concept,thuộc concept
vat_tu/1284_cay_nuoc_am_lanh,Cây nước ấm lạnh,concept/vat_tu_tuong_tu,Vật tư tương tự,thuoc_concept,thuộc concept
vat_tu/1284_cay_nuoc_am_lanh,Cây nước ấm lạnh,concept/second_brain,Second Brain,thuoc_concept,thuộc concept
vat_tu/1284_cay_nuoc_am_lanh,Cây nước ấm lạnh,data/price/3_850_000,3.850.000,co_gia,có giá
vat_tu/1284_cay_nuoc_am_lanh,Cây nước ấm lạnh,data/unit/cai,Cái,co_don_vi_tinh,có đơn vị tính
vat_tu/1284_cay_nuoc_am_lanh,Cây nước ấm lạnh,data/appraisal_date/16_12_2025,16/12/2025,co_ngay_tham_dinh,có ngày thẩm định
vat_tu/1284_cay_nuoc_am_lanh,Cây nước ấm lạnh,data/certificate/405_2025_252_cttdg_vnvic,405/2025/252/CTTĐG-VNVIC,co_chung_thu,có chứng thư
vat_tu/1284_cay_nuoc_am_lanh,Cây nước ấm lạnh,data/source/source,…,co_nguon_du_lieu,có nguồn dữ liệu
vat_tu/1284_cay_nuoc_am_lanh,Cây nước ấm lạnh,data/appraiser/bui_thi_tra_giang,Bùi Thị Trà Giang,co_nguoi_tham_dinh,có người thẩm định
vat_tu/1284_cay_nuoc_am_lanh,Cây nước ấm lạnh,data/spec/1284.0,"CÂY NƯỚC NÓNG LẠNH HÒA PHÁT HWP B2CI:
Loại: Nóng Ấm + Lạnh
Kiểu bình: Âm thân (hút bình)
Nhiệt độ nước nóng: 45 độ C,...",co_thong_so_ky_thuat,có thông số kỹ thuật
vat_tu/1285_tu_de_cay_am_lanh_co_gia_de_coc,Tủ để cây ấm lạnh có giá  để cốc,concept/gia_tham_chieu,Giá tham chiếu,thuoc_concept,thuộc concept
vat_tu/1285_tu_de_cay_am_lanh_co_gia_de_coc,Tủ để cây ấm lạnh có giá  để cốc,concept/nguon_du_lieu,Nguồn dữ liệu,thuoc_concept,thuộc concept
vat_tu/1285_tu_de_cay_am_lanh_co_gia_de_coc,Tủ để cây ấm lạnh có giá  để cốc,concept/quy_tac_chon_gia,Quy tắc chọn giá,thuoc_concept,thuộc concept
vat_tu/1285_tu_de_cay_am_lanh_co_gia_de_coc,Tủ để cây ấm lạnh có giá  để cốc,concept/vat_tu_tuong_tu,Vật tư tương tự,thuoc_concept,thuộc concept
vat_tu/1285_tu_de_cay_am_lanh_co_gia_de_coc,Tủ để cây ấm lạnh có giá  để cốc,concept/second_brain,Second Brain,thuoc_concept,thuộc concept
vat_tu/1285_tu_de_cay_am_lanh_co_gia_de_coc,Tủ để cây ấm lạnh có giá  để cốc,data/price/3_250_000,3.250.000,co_gia,có giá
vat_tu/1285_tu_de_cay_am_lanh_co_gia_de_coc,Tủ để cây ấm lạnh có giá  để cốc,data/unit/cai,Cái,co_don_vi_tinh,có đơn vị tính
vat_tu/1285_tu_de_cay_am_lanh_co_gia_de_coc,Tủ để cây ấm lạnh có giá  để cốc,data/appraisal_date/16_12_2025,16/12/2025,co_ngay_tham_dinh,có ngày thẩm định
vat_tu/1285_tu_de_cay_am_lanh_co_gia_de_coc,Tủ để cây ấm lạnh có giá  để cốc,data/certificate/405_2025_252_cttdg_vnvic,405/2025/252/CTTĐG-VNVIC,co_chung_thu,có chứng thư
vat_tu/1285_tu_de_cay_am_lanh_co_gia_de_coc,Tủ để cây ấm lạnh có giá  để cốc,data/source/source,…,co_nguon_du_lieu,có nguồn dữ liệu
vat_tu/1285_tu_de_cay_am_lanh_co_gia_de_coc,Tủ để cây ấm lạnh có giá  để cốc,data/appraiser/bui_thi_tra_giang,Bùi Thị Trà Giang,co_nguoi_tham_dinh,có người thẩm định
vat_tu/1285_tu_de_cay_am_lanh_co_gia_de_coc,Tủ để cây ấm lạnh có giá  để cốc,data/spec/1285.0,"Tủ để cây ấm lạnh có giá để cốc: 
- Kích thước tủ:  R1100xS400xC1200mm
- Chất liệu bằng gỗ cao su AA đã qua tấm sấy, ...",co_thong_so_ky_thuat,có thông số kỹ thuật
vat_tu/1286_thung_rac,Thùng rác,concept/gia_tham_chieu,Giá tham chiếu,thuoc_concept,thuộc concept
vat_tu/1286_thung_rac,Thùng rác,concept/nguon_du_lieu,Nguồn dữ liệu,thuoc_concept,thuộc concept
vat_tu/1286_thung_rac,Thùng rác,concept/quy_tac_chon_gia,Quy tắc chọn giá,thuoc_concept,thuộc concept
vat_tu/1286_thung_rac,Thùng rác,concept/vat_tu_tuong_tu,Vật tư tương tự,thuoc_concept,thuộc concept
vat_tu/1286_thung_rac,Thùng rác,concept/second_brain,Second Brain,thuoc_concept,thuộc concept
vat_tu/1286_thung_rac,Thùng rác,data/price/200_000,200.000,co_gia,có giá
vat_tu/1286_thung_rac,Thùng rác,data/unit/cai,Cái,co_don_vi_tinh,có đơn vị tính
vat_tu/1286_thung_rac,Thùng rác,data/appraisal_date/16_12_2025,16/12/2025,co_ngay_tham_dinh,có ngày thẩm định
vat_tu/1286_thung_rac,Thùng rác,data/certificate/405_2025_252_cttdg_vnvic,405/2025/252/CTTĐG-VNVIC,co_chung_thu,có chứng thư
vat_tu/1286_thung_rac,Thùng rác,data/source/source,…,co_nguon_du_lieu,có nguồn dữ liệu
vat_tu/1286_thung_rac,Thùng rác,data/appraiser/bui_thi_tra_giang,Bùi Thị Trà Giang,co_nguoi_tham_dinh,có người thẩm định
vat_tu/1286_thung_rac,Thùng rác,data/spec/1286.0,"Thùng rác: Thùng rác được làm từ nhựa PP cao cấp, cho độ bền cao, khả năng chống lão hóa tốt.Kích thước: 34.5 x 34 x ...",co_thong_so_ky_thuat,có thông số kỹ thuật
vat_tu/1287_dong_ho_treo_tuong,Đồng hồ treo tường,concept/gia_tham_chieu,Giá tham chiếu,thuoc_concept,thuộc concept
vat_tu/1287_dong_ho_treo_tuong,Đồng hồ treo tường,concept/nguon_du_lieu,Nguồn dữ liệu,thuoc_concept,thuộc concept
vat_tu/1287_dong_ho_treo_tuong,Đồng hồ treo tường,concept/quy_tac_chon_gia,Quy tắc chọn giá,thuoc_concept,thuộc concept
vat_tu/1287_dong_ho_treo_tuong,Đồng hồ treo tường,concept/vat_tu_tuong_tu,Vật tư tương tự,thuoc_concept,thuộc concept
vat_tu/1287_dong_ho_treo_tuong,Đồng hồ treo tường,concept/second_brain,Second Brain,thuoc_concept,thuộc concept
vat_tu/1287_dong_ho_treo_tuong,Đồng hồ treo tường,data/price/350_000,350.000,co_gia,có giá
vat_tu/1287_dong_ho_treo_tuong,Đồng hồ treo tường,data/unit/cai,Cái,co_don_vi_tinh,có đơn vị tính
vat_tu/1287_dong_ho_treo_tuong,Đồng hồ treo tường,data/appraisal_date/16_12_2025,16/12/2025,co_ngay_tham_dinh,có ngày thẩm định
vat_tu/1287_dong_ho_treo_tuong,Đồng hồ treo tường,data/certificate/405_2025_252_cttdg_vnvic,405/2025/252/CTTĐG-VNVIC,co_chung_thu,có chứng thư
vat_tu/1287_dong_ho_treo_tuong,Đồng hồ treo tường,data/source/source,…,co_nguon_du_lieu,có nguồn dữ liệu
vat_tu/1287_dong_ho_treo_tuong,Đồng hồ treo tường,data/appraiser/bui_thi_tra_giang,Bùi Thị Trà Giang,co_nguoi_tham_dinh,có người thẩm định
vat_tu/1287_dong_ho_treo_tuong,Đồng hồ treo tường,data/spec/1287.0,"Đồng hồ :- Kích thước: 370x360x50 mm- Mô tả: Chất liệu nhựa bền đẹp, chắc chắn.",co_thong_so_ky_thuat,có thông số kỹ thuật
vat_tu/1288_coc_uong_nuoc,Cốc uống nước,concept/gia_tham_chieu,Giá tham chiếu,thuoc_concept,thuộc concept
vat_tu/1288_coc_uong_nuoc,Cốc uống nước,concept/nguon_du_lieu,Nguồn dữ liệu,thuoc_concept,thuộc concept
vat_tu/1288_coc_uong_nuoc,Cốc uống nước,concept/quy_tac_chon_gia,Quy tắc chọn giá,thuoc_concept,thuộc concept
vat_tu/1288_coc_uong_nuoc,Cốc uống nước,concept/vat_tu_tuong_tu,Vật tư tương tự,thuoc_concept,thuộc concept
vat_tu/1288_coc_uong_nuoc,Cốc uống nước,concept/second_brain,Second Brain,thuoc_concept,thuộc concept
vat_tu/1288_coc_uong_nuoc,Cốc uống nước,data/price/20_000,20.000,co_gia,có giá
vat_tu/1288_coc_uong_nuoc,Cốc uống nước,data/unit/cai,Cái,co_don_vi_tinh,có đơn vị tính
vat_tu/1288_coc_uong_nuoc,Cốc uống nước,data/appraisal_date/16_12_2025,16/12/2025,co_ngay_tham_dinh,có ngày thẩm định
vat_tu/1288_coc_uong_nuoc,Cốc uống nước,data/certificate/405_2025_252_cttdg_vnvic,405/2025/252/CTTĐG-VNVIC,co_chung_thu,có chứng thư
vat_tu/1288_coc_uong_nuoc,Cốc uống nước,data/source/source,…,co_nguon_du_lieu,có nguồn dữ liệu
vat_tu/1288_coc_uong_nuoc,Cốc uống nước,data/appraiser/bui_thi_tra_giang,Bùi Thị Trà Giang,co_nguoi_tham_dinh,có người thẩm định
vat_tu/1288_coc_uong_nuoc,Cốc uống nước,data/spec/1288.0,"Cốc uống nước:
- Kích thước:  70mm
- Mô tả: Vật liệu inox 304, miệng cốc không viền, đảm bảo an toàn vệ sinh khi sử ...",co_thong_so_ky_thuat,có thông số kỹ thuật
vat_tu/1289_o_cam_keo_dai_da_nang_ket_hop_5_o,Ổ cắm kéo dài đa năng kết hợp 5 ổ,concept/gia_tham_chieu,Giá tham chiếu,thuoc_concept,thuộc concept
vat_tu/1289_o_cam_keo_dai_da_nang_ket_hop_5_o,Ổ cắm kéo dài đa năng kết hợp 5 ổ,concept/nguon_du_lieu,Nguồn dữ liệu,thuoc_concept,thuộc concept
vat_tu/1289_o_cam_keo_dai_da_nang_ket_hop_5_o,Ổ cắm kéo dài đa năng kết hợp 5 ổ,concept/quy_tac_chon_gia,Quy tắc chọn giá,thuoc_concept,thuộc concept
vat_tu/1289_o_cam_keo_dai_da_nang_ket_hop_5_o,Ổ cắm kéo dài đa năng kết hợp 5 ổ,concept/vat_tu_tuong_tu,Vật tư tương tự,thuoc_concept,thuộc concept
vat_tu/1289_o_cam_keo_dai_da_nang_ket_hop_5_o,Ổ cắm kéo dài đa năng kết hợp 5 ổ,concept/second_brain,Second Brain,thuoc_concept,thuộc concept
vat_tu/1289_o_cam_keo_dai_da_nang_ket_hop_5_o,Ổ cắm kéo dài đa năng kết hợp 5 ổ,data/price/235_000,235.000,co_gia,có giá
vat_tu/1289_o_cam_keo_dai_da_nang_ket_hop_5_o,Ổ cắm kéo dài đa năng kết hợp 5 ổ,data/unit/cai,Cái,co_don_vi_tinh,có đơn vị tính
vat_tu/1289_o_cam_keo_dai_da_nang_ket_hop_5_o,Ổ cắm kéo dài đa năng kết hợp 5 ổ,data/appraisal_date/16_12_2025,16/12/2025,co_ngay_tham_dinh,có ngày thẩm định
vat_tu/1289_o_cam_keo_dai_da_nang_ket_hop_5_o,Ổ cắm kéo dài đa năng kết hợp 5 ổ,data/certificate/405_2025_252_cttdg_vnvic,405/2025/252/CTTĐG-VNVIC,co_chung_thu,có chứng thư
vat_tu/1289_o_cam_keo_dai_da_nang_ket_hop_5_o,Ổ cắm kéo dài đa năng kết hợp 5 ổ,data/source/source,…,co_nguon_du_lieu,có nguồn dữ liệu
vat_tu/1289_o_cam_keo_dai_da_nang_ket_hop_5_o,Ổ cắm kéo dài đa năng kết hợp 5 ổ,data/appraiser/bui_thi_tra_giang,Bùi Thị Trà Giang,co_nguoi_tham_dinh,có người thẩm định
vat_tu/1289_o_cam_keo_dai_da_nang_ket_hop_5_o,Ổ cắm kéo dài đa năng kết hợp 5 ổ,data/spec/1289.0,"Ổ cắm kéo dài đa năng kết hợp 5 ổ
Ổ cắm điện có 5 lỗ 3 chấu, đa năng và có 5 công tắc đi kèm
Mỗi ổ cắm đều có nắp che...",co_thong_so_ky_thuat,có thông số kỹ thuật
vat_tu/1290_rem_cau_vong,Rèm cầu vồng,concept/gia_tham_chieu,Giá tham chiếu,thuoc_concept,thuộc concept
vat_tu/1290_rem_cau_vong,Rèm cầu vồng,concept/nguon_du_lieu,Nguồn dữ liệu,thuoc_concept,thuộc concept
vat_tu/1290_rem_cau_vong,Rèm cầu vồng,concept/quy_tac_chon_gia,Quy tắc chọn giá,thuoc_concept,thuộc concept
vat_tu/1290_rem_cau_vong,Rèm cầu vồng,concept/vat_tu_tuong_tu,Vật tư tương tự,thuoc_concept,thuộc concept
vat_tu/1290_rem_cau_vong,Rèm cầu vồng,concept/second_brain,Second Brain,thuoc_concept,thuộc concept
vat_tu/1290_rem_cau_vong,Rèm cầu vồng,data/price/430_000,430.000,co_gia,có giá
vat_tu/1290_rem_cau_vong,Rèm cầu vồng,data/unit/m2,m2,co_don_vi_tinh,có đơn vị tính
vat_tu/1290_rem_cau_vong,Rèm cầu vồng,data/appraisal_date/16_12_2025,16/12/2025,co_ngay_tham_dinh,có ngày thẩm định
vat_tu/1290_rem_cau_vong,Rèm cầu vồng,data/certificate/405_2025_252_cttdg_vnvic,405/2025/252/CTTĐG-VNVIC,co_chung_thu,có chứng thư
vat_tu/1290_rem_cau_vong,Rèm cầu vồng,data/source/source,…,co_nguon_du_lieu,có nguồn dữ liệu
vat_tu/1290_rem_cau_vong,Rèm cầu vồng,data/appraiser/bui_thi_tra_giang,Bùi Thị Trà Giang,co_nguoi_tham_dinh,có người thẩm định
vat_tu/1290_rem_cau_vong,Rèm cầu vồng,data/spec/1290.0,"Rèm cầu vồng: 
 - Kích thước: R2400xC1900 mm
 - Mô tả: Vải sợi cơ bản polyester 100% với hai vân vải xen kẽ nhau và c...",co_thong_so_ky_thuat,có thông số kỹ thuật
vat_tu/1291_ke_de_do_choi_da_nang,Kệ để đồ chơi đa năng,concept/gia_tham_chieu,Giá tham chiếu,thuoc_concept,thuộc concept
vat_tu/1291_ke_de_do_choi_da_nang,Kệ để đồ chơi đa năng,concept/nguon_du_lieu,Nguồn dữ liệu,thuoc_concept,thuộc concept
vat_tu/1291_ke_de_do_choi_da_nang,Kệ để đồ chơi đa năng,concept/quy_tac_chon_gia,Quy tắc chọn giá,thuoc_concept,thuộc concept
vat_tu/1291_ke_de_do_choi_da_nang,Kệ để đồ chơi đa năng,concept/vat_tu_tuong_tu,Vật tư tương tự,thuoc_concept,thuộc concept
vat_tu/1291_ke_de_do_choi_da_nang,Kệ để đồ chơi đa năng,concept/second_brain,Second Brain,thuoc_concept,thuộc concept
vat_tu/1291_ke_de_do_choi_da_nang,Kệ để đồ chơi đa năng,data/price/1_120_000,1.120.000,co_gia,có giá
vat_tu/1291_ke_de_do_choi_da_nang,Kệ để đồ chơi đa năng,data/unit/cai,Cái,co_don_vi_tinh,có đơn vị tính
vat_tu/1291_ke_de_do_choi_da_nang,Kệ để đồ chơi đa năng,data/appraisal_date/16_12_2025,16/12/2025,co_ngay_tham_dinh,có ngày thẩm định
vat_tu/1291_ke_de_do_choi_da_nang,Kệ để đồ chơi đa năng,data/certificate/405_2025_252_cttdg_vnvic,405/2025/252/CTTĐG-VNVIC,co_chung_thu,có chứng thư
vat_tu/1291_ke_de_do_choi_da_nang,Kệ để đồ chơi đa năng,data/source/source,…,co_nguon_du_lieu,có nguồn dữ liệu
vat_tu/1291_ke_de_do_choi_da_nang,Kệ để đồ chơi đa năng,data/appraiser/bui_thi_tra_giang,Bùi Thị Trà Giang,co_nguoi_tham_dinh,có người thẩm định
vat_tu/1291_ke_de_do_choi_da_nang,Kệ để đồ chơi đa năng,data/spec/1291.0,"Giá để đồ chơi đa năng
 - Kích thước: R1200xS300xC800 mm. (chiều cao tính cả bánh xe)
 - Giá được thiết kế không có h...",co_thong_so_ky_thuat,có thông số kỹ thuật
vat_tu/1292_ban_luc_giac,Bàn lục giác,concept/gia_tham_chieu,Giá tham chiếu,thuoc_concept,thuộc concept
vat_tu/1292_ban_luc_giac,Bàn lục giác,concept/nguon_du_lieu,Nguồn dữ liệu,thuoc_concept,thuộc concept
vat_tu/1292_ban_luc_giac,Bàn lục giác,concept/quy_tac_chon_gia,Quy tắc chọn giá,thuoc_concept,thuộc concept
vat_tu/1292_ban_luc_giac,Bàn lục giác,concept/vat_tu_tuong_tu,Vật tư tương tự,thuoc_concept,thuộc concept
vat_tu/1292_ban_luc_giac,Bàn lục giác,concept/second_brain,Second Brain,thuoc_concept,thuộc concept
vat_tu/1292_ban_luc_giac,Bàn lục giác,data/price/1_587_667,1.587.667,co_gia,có giá
vat_tu/1292_ban_luc_giac,Bàn lục giác,data/unit/cai,Cái,co_don_vi_tinh,có đơn vị tính
vat_tu/1292_ban_luc_giac,Bàn lục giác,data/appraisal_date/16_12_2025,16/12/2025,co_ngay_tham_dinh,có ngày thẩm định
vat_tu/1292_ban_luc_giac,Bàn lục giác,data/certificate/405_2025_252_cttdg_vnvic,405/2025/252/CTTĐG-VNVIC,co_chung_thu,có chứng thư
vat_tu/1292_ban_luc_giac,Bàn lục giác,data/source/source,…,co_nguon_du_lieu,có nguồn dữ liệu
vat_tu/1292_ban_luc_giac,Bàn lục giác,data/appraiser/bui_thi_tra_giang,Bùi Thị Trà Giang,co_nguoi_tham_dinh,có người thẩm định
vat_tu/1292_ban_luc_giac,Bàn lục giác,data/spec/1292.0,Chất liệu sử dụng: Gỗ cao su tự nhiên tiêu chuẩn AA dày 18mm xử lý và hoàn thiện chống thấm nước. Chân sắt Oval 30x60...,co_thong_so_ky_thuat,có thông số kỹ thuật
vat_tu/1293_loa_am_tran,Loa âm trần,concept/gia_tham_chieu,Giá tham chiếu,thuoc_concept,thuộc concept
vat_tu/1293_loa_am_tran,Loa âm trần,concept/nguon_du_lieu,Nguồn dữ liệu,thuoc_concept,thuộc concept
vat_tu/1293_loa_am_tran,Loa âm trần,concept/quy_tac_chon_gia,Quy tắc chọn giá,thuoc_concept,thuộc concept
vat_tu/1293_loa_am_tran,Loa âm trần,concept/vat_tu_tuong_tu,Vật tư tương tự,thuoc_concept,thuộc concept
vat_tu/1293_loa_am_tran,Loa âm trần,concept/second_brain,Second Brain,thuoc_concept,thuộc concept
vat_tu/1293_loa_am_tran,Loa âm trần,data/price/2_785_000,2.785.000,co_gia,có giá
vat_tu/1293_loa_am_tran,Loa âm trần,data/unit/cai,cái,co_don_vi_tinh,có đơn vị tính
vat_tu/1293_loa_am_tran,Loa âm trần,data/appraisal_date/16_12_2025,16/12/2025,co_ngay_tham_dinh,có ngày thẩm định
vat_tu/1293_loa_am_tran,Loa âm trần,data/certificate/405_2025_252_cttdg_vnvic,405/2025/252/CTTĐG-VNVIC,co_chung_thu,có chứng thư
vat_tu/1293_loa_am_tran,Loa âm trần,data/source/source,…,co_nguon_du_lieu,có nguồn dữ liệu
vat_tu/1293_loa_am_tran,Loa âm trần,data/appraiser/bui_thi_tra_giang,Bùi Thị Trà Giang,co_nguoi_tham_dinh,có người thẩm định
vat_tu/1294_may_tro_giang,Máy trợ giảng,concept/gia_tham_chieu,Giá tham chiếu,thuoc_concept,thuộc concept
vat_tu/1294_may_tro_giang,Máy trợ giảng,concept/nguon_du_lieu,Nguồn dữ liệu,thuoc_concept,thuộc concept
vat_tu/1294_may_tro_giang,Máy trợ giảng,concept/quy_tac_chon_gia,Quy tắc chọn giá,thuoc_concept,thuộc concept
vat_tu/1294_may_tro_giang,Máy trợ giảng,concept/vat_tu_tuong_tu,Vật tư tương tự,thuoc_concept,thuộc concept
vat_tu/1294_may_tro_giang,Máy trợ giảng,concept/second_brain,Second Brain,thuoc_concept,thuộc concept
vat_tu/1294_may_tro_giang,Máy trợ giảng,data/price/1_300_000,1.300.000,co_gia,có giá
vat_tu/1294_may_tro_giang,Máy trợ giảng,data/unit/cai,Cái,co_don_vi_tinh,có đơn vị tính
vat_tu/1294_may_tro_giang,Máy trợ giảng,data/appraisal_date/16_12_2025,16/12/2025,co_ngay_tham_dinh,có ngày thẩm định
vat_tu/1294_may_tro_giang,Máy trợ giảng,data/certificate/405_2025_252_cttdg_vnvic,405/2025/252/CTTĐG-VNVIC,co_chung_thu,có chứng thư
vat_tu/1294_may_tro_giang,Máy trợ giảng,data/source/source,…,co_nguon_du_lieu,có nguồn dữ liệu
vat_tu/1294_may_tro_giang,Máy trợ giảng,data/appraiser/bui_thi_tra_giang,Bùi Thị Trà Giang,co_nguoi_tham_dinh,có người thẩm định
vat_tu/1294_may_tro_giang,Máy trợ giảng,data/spec/1294.0,"Bộ mic trợ giảng không dây:                                    
Công suất loa phát (với mic): RMS 15W
Công suất cực đ...",co_thong_so_ky_thuat,có thông số kỹ thuật
vat_tu/1295_bo_do_choi_cam_thu_am_nhac_cho_tre_cac_lua_tuoi,Bộ đồ chơi cảm thụ âm nhạc cho trẻ các lứa tuổi,concept/gia_tham_chieu,Giá tham chiếu,thuoc_concept,thuộc concept
vat_tu/1295_bo_do_choi_cam_thu_am_nhac_cho_tre_cac_lua_tuoi,Bộ đồ chơi cảm thụ âm nhạc cho trẻ các lứa tuổi,concept/nguon_du_lieu,Nguồn dữ liệu,thuoc_concept,thuộc concept
vat_tu/1295_bo_do_choi_cam_thu_am_nhac_cho_tre_cac_lua_tuoi,Bộ đồ chơi cảm thụ âm nhạc cho trẻ các lứa tuổi,concept/quy_tac_chon_gia,Quy tắc chọn giá,thuoc_concept,thuộc concept
vat_tu/1295_bo_do_choi_cam_thu_am_nhac_cho_tre_cac_lua_tuoi,Bộ đồ chơi cảm thụ âm nhạc cho trẻ các lứa tuổi,concept/vat_tu_tuong_tu,Vật tư tương tự,thuoc_concept,thuộc concept
vat_tu/1295_bo_do_choi_cam_thu_am_nhac_cho_tre_cac_lua_tuoi,Bộ đồ chơi cảm thụ âm nhạc cho trẻ các lứa tuổi,concept/second_brain,Second Brain,thuoc_concept,thuộc concept
vat_tu/1295_bo_do_choi_cam_thu_am_nhac_cho_tre_cac_lua_tuoi,Bộ đồ chơi cảm thụ âm nhạc cho trẻ các lứa tuổi,data/price/699_000,699.000,co_gia,có giá
vat_tu/1295_bo_do_choi_cam_thu_am_nhac_cho_tre_cac_lua_tuoi,Bộ đồ chơi cảm thụ âm nhạc cho trẻ các lứa tuổi,data/unit/bo,Bộ,co_don_vi_tinh,có đơn vị tính
vat_tu/1295_bo_do_choi_cam_thu_am_nhac_cho_tre_cac_lua_tuoi,Bộ đồ chơi cảm thụ âm nhạc cho trẻ các lứa tuổi,data/appraisal_date/16_12_2025,16/12/2025,co_ngay_tham_dinh,có ngày thẩm định
